CPU_Use,App_Name,Framework
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
57.6,N,Client-Server
3.8,N,Client-Server
23,N,Client-Server
30.7,N,Client-Server
3.8,N,Client-Server
23,N,Client-Server
15.3,N,Client-Server
15.3,N,Client-Server
15.3,N,Client-Server
15.3,N,Client-Server
3.7,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
11.1,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
26.9,N,Client-Server
11.1,N,Client-Server
15.3,N,Client-Server
10.7,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
76.9,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
15.3,N,Client-Server
26.9,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
26.9,N,Client-Server
37,N,Client-Server
3.8,N,Client-Server
21.6,N,Client-Server
3.8,N,Client-Server
18.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
53.3,N,Client-Server
69.2,N,Client-Server
11.5,N,Client-Server
11.5,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
26.9,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
5.2,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
42.3,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
23,N,Client-Server
7.6,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
23,N,Client-Server
3.8,N,Client-Server
34.6,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
11.5,N,Client-Server
15.3,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
26.9,N,Client-Server
3.8,N,Client-Server
30.7,N,Client-Server
7.6,N,Client-Server
3.7,N,Client-Server
12.9,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
38.4,N,Client-Server
25.9,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
23,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
42.3,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
7.4,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
7.6,N,Client-Server
66.6,N,Client-Server
69.2,N,Client-Server
53.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
7.1,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
23,N,Client-Server
7.6,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
26.9,N,Client-Server
11.5,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
18.5,N,Client-Server
3.8,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
4,N,Client-Server
11.5,N,Client-Server
3.5,N,Client-Server
19.2,N,Client-Server
34.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
34.6,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
32.1,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
53.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
19.2,N,Client-Server
15.3,N,Client-Server
42.3,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
30.7,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
69.2,N,Client-Server
103,N,Client-Server
15.3,N,Client-Server
7.6,N,Client-Server
15.3,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
26.9,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
7.6,N,Client-Server
3.7,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
23,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
23,N,Client-Server
3.8,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
19.2,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
19.2,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
19.2,N,Client-Server
48.1,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
34.6,N,Client-Server
7.4,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
26.9,N,Client-Server
51.8,N,Client-Server
34.6,N,Client-Server
7.4,N,Client-Server
30.7,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
42.3,N,Client-Server
23,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
7.6,N,Client-Server
3.7,N,Client-Server
60.7,N,Client-Server
100,N,Client-Server
26.9,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
7.6,N,Client-Server
3.7,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.4,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
23,N,Client-Server
26.9,N,Client-Server
3.7,N,Client-Server
7.6,N,Client-Server
26.9,N,Client-Server
3.8,N,Client-Server
26.9,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
14.2,N,Client-Server
3.8,N,Client-Server
19.2,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.7,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
34.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
19.2,N,Client-Server
7.6,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
23,N,Client-Server
19.2,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
57.6,N,Client-Server
11.5,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
26.9,N,Client-Server
23,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
34.6,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.7,N,Client-Server
3.7,N,Client-Server
12.5,N,EdgeMAD
5.1,N,EdgeMAD
2.5,N,EdgeMAD
6.8,N,EdgeMAD
11.5,N,EdgeMAD
13.3,N,EdgeMAD
7.6,N,EdgeMAD
3.7,N,EdgeMAD
11.3,N,EdgeMAD
5,N,EdgeMAD
3.8,N,EdgeMAD
11.6,N,EdgeMAD
5.6,N,EdgeMAD
13.5,N,EdgeMAD
3.6,N,EdgeMAD
7.4,N,EdgeMAD
16.1,N,EdgeMAD
16.2,N,EdgeMAD
15.7,N,EdgeMAD
14.8,N,EdgeMAD
10.2,N,EdgeMAD
19.2,N,EdgeMAD
11.5,N,EdgeMAD
12.8,N,EdgeMAD
19.3,N,EdgeMAD
11.7,N,EdgeMAD
12.1,N,EdgeMAD
17.8,N,EdgeMAD
12.9,N,EdgeMAD
7.6,N,EdgeMAD
15.6,N,EdgeMAD
12.5,N,EdgeMAD
17.1,N,EdgeMAD
17.2,N,EdgeMAD
7.6,N,EdgeMAD
23,N,EdgeMAD
3.8,N,EdgeMAD
16.6,N,EdgeMAD
20,N,EdgeMAD
16.1,N,EdgeMAD
11.1,N,EdgeMAD
10.7,N,EdgeMAD
14.8,N,EdgeMAD
19.3,N,EdgeMAD
15.1,N,EdgeMAD
9.7,N,EdgeMAD
15.6,N,EdgeMAD
7.4,N,EdgeMAD
6.4,N,EdgeMAD
19.2,N,EdgeMAD
3.7,N,EdgeMAD
7.6,N,EdgeMAD
16.1,N,EdgeMAD
15.1,N,EdgeMAD
20,N,EdgeMAD
10.8,N,EdgeMAD
16.1,N,EdgeMAD
19.2,N,EdgeMAD
15.3,N,EdgeMAD
19.2,N,EdgeMAD
14.8,N,EdgeMAD
11.7,N,EdgeMAD
22.2,N,EdgeMAD
14.7,N,EdgeMAD
7.6,N,EdgeMAD
13.5,N,EdgeMAD
15.3,N,EdgeMAD
16.1,N,EdgeMAD
7.6,N,EdgeMAD
17.6,N,EdgeMAD
19.2,N,EdgeMAD
20.6,N,EdgeMAD
3.8,N,EdgeMAD
16.1,N,EdgeMAD
16.1,N,EdgeMAD
15.1,N,EdgeMAD
19.2,N,EdgeMAD
3.5,N,EdgeMAD
10.7,N,EdgeMAD
13.8,N,EdgeMAD
16.1,N,EdgeMAD
16.1,N,EdgeMAD
7.6,N,EdgeMAD
19.2,N,EdgeMAD
13.1,N,EdgeMAD
20.6,N,EdgeMAD
5.4,N,EdgeMAD
7.6,N,EdgeMAD
20,N,EdgeMAD
3.7,N,EdgeMAD
7.1,N,EdgeMAD
3.1,N,EdgeMAD
10.3,N,EdgeMAD
2.7,N,EdgeMAD
9.3,N,EdgeMAD
6.3,N,EdgeMAD
14.7,N,EdgeMAD
13.7,N,EdgeMAD
23,N,EdgeMAD
13.7,N,EdgeMAD
20.6,N,EdgeMAD
16.2,N,EdgeMAD
10.5,N,EdgeMAD
9.3,N,EdgeMAD
19.2,N,EdgeMAD
10.5,N,EdgeMAD
16.1,N,EdgeMAD
11.5,N,EdgeMAD
11.1,N,EdgeMAD
7.4,N,EdgeMAD
7.6,N,EdgeMAD
14.8,N,EdgeMAD
15.3,N,EdgeMAD
15.3,N,EdgeMAD
15.3,N,EdgeMAD
18.5,N,EdgeMAD
8.5,N,EdgeMAD
7.6,N,EdgeMAD
3.7,N,EdgeMAD
11.1,N,EdgeMAD
11.1,N,EdgeMAD
11.9,N,EdgeMAD
3.8,N,EdgeMAD
15.3,N,EdgeMAD
7.1,N,EdgeMAD
13.9,N,EdgeMAD
11.5,N,EdgeMAD
11.4,N,EdgeMAD
6,N,EdgeMAD
10.8,N,EdgeMAD
20.6,N,EdgeMAD
15.3,N,EdgeMAD
8.6,N,EdgeMAD
5.5,N,EdgeMAD
4,N,EdgeMAD
2.1,N,EdgeMAD
4,N,EdgeMAD
5.8,N,EdgeMAD
6.9,N,EdgeMAD
10.5,N,EdgeMAD
10.3,N,EdgeMAD
6.3,N,EdgeMAD
3.2,N,EdgeMAD
14.2,N,EdgeMAD
2.9,N,EdgeMAD
13.9,N,EdgeMAD
10.8,N,EdgeMAD
11.1,N,EdgeMAD
11.1,N,EdgeMAD
11.5,N,EdgeMAD
14.8,N,EdgeMAD
10.2,N,EdgeMAD
14.7,N,EdgeMAD
10.7,N,EdgeMAD
18.5,N,EdgeMAD
6.6,N,EdgeMAD
19.2,N,EdgeMAD
3.8,N,EdgeMAD
13.3,N,EdgeMAD
15.6,N,EdgeMAD
15.3,N,EdgeMAD
14.7,N,EdgeMAD
13.3,N,EdgeMAD
19.2,N,EdgeMAD
16.2,N,EdgeMAD
3.8,N,EdgeMAD
13.8,N,EdgeMAD
15.6,N,EdgeMAD
15.3,N,EdgeMAD
19.2,N,EdgeMAD
15.6,N,EdgeMAD
14.2,N,EdgeMAD
15.3,N,EdgeMAD
19.2,N,EdgeMAD
15.3,N,EdgeMAD
19.2,N,EdgeMAD
15.3,N,EdgeMAD
15.7,N,EdgeMAD
18.1,N,EdgeMAD
16.6,N,EdgeMAD
16.6,N,EdgeMAD
15.1,N,EdgeMAD
15.1,N,EdgeMAD
14.2,N,EdgeMAD
30.7,N,EdgeMAD
13.3,N,EdgeMAD
19.2,N,EdgeMAD
19.2,N,EdgeMAD
12.1,N,EdgeMAD
10,N,EdgeMAD
19.2,N,EdgeMAD
11.4,N,EdgeMAD
17.6,N,EdgeMAD
16.6,N,EdgeMAD
19.2,N,EdgeMAD
14.7,N,EdgeMAD
7.4,N,EdgeMAD
11.4,N,EdgeMAD
11.5,N,EdgeMAD
15.3,N,EdgeMAD
15.3,N,EdgeMAD
16.1,N,EdgeMAD
20,N,EdgeMAD
15.3,N,EdgeMAD
15.6,N,EdgeMAD
11.5,N,EdgeMAD
23,N,EdgeMAD
19.2,N,EdgeMAD
14.2,N,EdgeMAD
7.6,N,EdgeMAD
7.6,N,EdgeMAD
17.6,N,EdgeMAD
18.5,N,EdgeMAD
11.5,N,EdgeMAD
16.6,N,EdgeMAD
10.8,N,EdgeMAD
23,N,EdgeMAD
15.3,N,EdgeMAD
19.2,N,EdgeMAD
13.1,N,EdgeMAD
14.7,N,EdgeMAD
19.2,N,EdgeMAD
19.2,N,EdgeMAD
11.5,N,EdgeMAD
17.2,N,EdgeMAD
19.2,N,EdgeMAD
15.6,N,EdgeMAD
11.9,N,EdgeMAD
23,N,EdgeMAD
11.5,N,EdgeMAD
10,N,EdgeMAD
19.2,N,EdgeMAD
15.3,N,EdgeMAD
9.6,N,EdgeMAD
11.4,N,EdgeMAD
12.8,N,EdgeMAD
6.4,N,EdgeMAD
9.6,N,EdgeMAD
15.3,N,EdgeMAD
19.2,N,EdgeMAD
10.3,N,EdgeMAD
9,N,EdgeMAD
14.8,N,EdgeMAD
10.7,N,EdgeMAD
15.3,N,EdgeMAD
9.3,N,EdgeMAD
11.1,N,EdgeMAD
11.1,N,EdgeMAD
11.1,N,EdgeMAD
19.4,N,EdgeMAD
11.5,N,EdgeMAD
15.3,N,EdgeMAD
15.7,N,EdgeMAD
17.6,N,EdgeMAD
11.5,N,EdgeMAD
8.1,N,EdgeMAD
11.5,N,EdgeMAD
10.5,N,EdgeMAD
13.5,N,EdgeMAD
19.4,N,EdgeMAD
8.1,N,EdgeMAD
5.7,N,EdgeMAD
14.2,N,EdgeMAD
14.2,N,EdgeMAD
15.3,N,EdgeMAD
8.8,N,EdgeMAD
14.7,N,EdgeMAD
7.5,N,EdgeMAD
7.5,N,EdgeMAD
5.4,N,EdgeMAD
8.1,N,EdgeMAD
4.4,N,EdgeMAD
7.5,N,EdgeMAD
2.2,N,EdgeMAD
3.6,N,EdgeMAD
2,N,EdgeMAD
7.4,N,EdgeMAD
15.3,N,EdgeMAD
12.5,N,EdgeMAD
3.5,N,EdgeMAD
7.6,N,EdgeMAD
7.4,N,EdgeMAD
6.6,N,EdgeMAD
18.9,N,EdgeMAD
17.8,N,EdgeMAD
8.1,N,EdgeMAD
8.5,N,EdgeMAD
7.5,N,EdgeMAD
3.8,N,EdgeMAD
16.2,N,EdgeMAD
11.6,N,EdgeMAD
23,N,EdgeMAD
9,N,EdgeMAD
11.1,N,EdgeMAD
7.6,N,EdgeMAD
14.2,N,EdgeMAD
7.4,N,EdgeMAD
7.6,N,EdgeMAD
5.7,N,EdgeMAD
13.5,N,EdgeMAD
20,N,EdgeMAD
7.6,N,EdgeMAD
14.2,N,EdgeMAD
6.4,N,EdgeMAD
15.3,N,EdgeMAD
16.6,N,EdgeMAD
14.2,N,EdgeMAD
20.5,N,EdgeMAD
10.5,N,EdgeMAD
19.2,N,EdgeMAD
15.3,N,EdgeMAD
18.1,N,EdgeMAD
15.3,N,EdgeMAD
14.7,N,EdgeMAD
17.9,N,EdgeMAD
19.2,N,EdgeMAD
8.8,N,EdgeMAD
17.1,N,EdgeMAD
5.4,N,EdgeMAD
11.5,N,EdgeMAD
10.7,N,EdgeMAD
14.8,N,EdgeMAD
11.5,N,EdgeMAD
7.3,N,EdgeMAD
19.3,N,EdgeMAD
15.3,N,EdgeMAD
12.9,N,EdgeMAD
12.1,N,EdgeMAD
3.4,N,EdgeMAD
19.2,N,EdgeMAD
10.8,N,EdgeMAD
18.7,N,EdgeMAD
14.2,N,EdgeMAD
15.3,N,EdgeMAD
14.2,N,EdgeMAD
19.2,N,EdgeMAD
23,N,EdgeMAD
12.1,N,EdgeMAD
15.7,N,EdgeMAD
13.3,N,EdgeMAD
6.2,N,EdgeMAD
19.2,N,EdgeMAD
17.1,N,EdgeMAD
7.6,N,EdgeMAD
19.3,N,EdgeMAD
13.5,N,EdgeMAD
14.7,N,EdgeMAD
15.1,N,EdgeMAD
19.3,N,EdgeMAD
5,N,EdgeMAD
10.3,N,EdgeMAD
8.5,N,EdgeMAD
15.3,N,EdgeMAD
11.5,N,EdgeMAD
11.1,N,EdgeMAD
17.2,N,EdgeMAD
18.9,N,EdgeMAD
7.4,N,EdgeMAD
13.5,N,EdgeMAD
11.1,N,EdgeMAD
12.1,N,EdgeMAD
10,N,EdgeMAD
3.5,N,EdgeMAD
14.8,N,EdgeMAD
6.6,N,EdgeMAD
15.6,N,EdgeMAD
5.4,N,EdgeMAD
9.6,N,EdgeMAD
18.5,N,EdgeMAD
17.2,N,EdgeMAD
3.7,N,EdgeMAD
9.6,N,EdgeMAD
13.9,N,EdgeMAD
15.3,N,EdgeMAD
8.1,N,EdgeMAD
7.6,N,EdgeMAD
23,N,EdgeMAD
6.3,N,EdgeMAD
15.3,N,EdgeMAD
21.8,N,EdgeMAD
5.7,N,EdgeMAD
3.8,N,EdgeMAD
5.7,N,EdgeMAD
4.1,N,EdgeMAD
1.8,N,EdgeMAD
2.2,N,EdgeMAD
3.1,N,EdgeMAD
8.8,N,EdgeMAD
10,N,EdgeMAD
2.2,N,EdgeMAD
7.4,N,EdgeMAD
3.5,N,EdgeMAD
12.1,N,EdgeMAD
4.8,N,EdgeMAD
28.1,N,EdgeMAD
5.1,N,EdgeMAD
1.8,N,EdgeMAD
7.8,N,EdgeMAD
7.1,N,EdgeMAD
4.3,N,EdgeMAD
15.3,N,EdgeMAD
14.8,N,EdgeMAD
20.6,N,EdgeMAD
18.5,N,EdgeMAD
7.4,N,EdgeMAD
19.2,N,EdgeMAD
15.3,N,EdgeMAD
23,N,EdgeMAD
11.4,N,EdgeMAD
15.3,N,EdgeMAD
6.4,N,EdgeMAD
3.8,N,EdgeMAD
15.1,N,EdgeMAD
10.3,N,EdgeMAD
3.7,N,EdgeMAD
11.5,N,EdgeMAD
12.1,N,EdgeMAD
13.3,N,EdgeMAD
13.8,N,EdgeMAD
15.3,N,EdgeMAD
19.2,N,EdgeMAD
11.1,N,EdgeMAD
14.2,N,EdgeMAD
6.4,N,EdgeMAD
14.2,N,EdgeMAD
14.8,N,EdgeMAD
7.6,N,EdgeMAD
17.2,N,EdgeMAD
17.8,N,EdgeMAD
10,N,EdgeMAD
11.5,N,EdgeMAD
19.2,N,EdgeMAD
19.2,N,EdgeMAD
10.8,N,EdgeMAD
15.3,N,EdgeMAD
15.1,N,EdgeMAD
13.3,N,EdgeMAD
9,N,EdgeMAD
11.5,N,EdgeMAD
15.3,N,EdgeMAD
7.6,N,EdgeMAD
14.2,N,EdgeMAD
14.8,N,EdgeMAD
9.3,N,EdgeMAD
15.3,N,EdgeMAD
11.1,N,EdgeMAD
3.8,N,EdgeMAD
18.5,N,EdgeMAD
19.2,N,EdgeMAD
11.1,N,EdgeMAD
14.8,N,EdgeMAD
11.1,N,EdgeMAD
10.6,N,EdgeMAD
8.3,N,EdgeMAD
11.7,N,EdgeMAD
19.2,N,EdgeMAD
17.8,N,EdgeMAD
14.7,N,EdgeMAD
7.6,N,EdgeMAD
18.1,N,EdgeMAD
8.5,N,EdgeMAD
8.5,N,EdgeMAD
7.6,N,EdgeMAD
5.7,N,EdgeMAD
14.2,N,EdgeMAD
9.3,N,EdgeMAD
6,N,EdgeMAD
15.6,N,EdgeMAD
10,N,EdgeMAD
14.8,N,EdgeMAD
7.6,N,EdgeMAD
19.2,N,EdgeMAD
19.2,N,EdgeMAD
11.5,N,EdgeMAD
11.5,N,EdgeMAD
15.6,N,EdgeMAD
17.8,N,EdgeMAD
14.8,N,EdgeMAD
19.2,N,EdgeMAD
13.5,N,EdgeMAD
14.2,N,EdgeMAD
12.8,N,EdgeMAD
9.3,N,EdgeMAD
15.1,N,EdgeMAD
11.1,N,EdgeMAD
11.1,N,EdgeMAD
26.9,N,EdgeMAD
14.8,N,EdgeMAD
7.8,N,EdgeMAD
9.3,N,EdgeMAD
14.7,N,EdgeMAD
7.1,N,EdgeMAD
10.5,N,EdgeMAD
13,N,EdgeMAD
1.6,N,EdgeMAD
5.1,N,EdgeMAD
4.6,N,EdgeMAD
1.2,N,EdgeMAD
2.4,N,EdgeMAD
2.9,N,EdgeMAD
4.8,N,EdgeMAD
8.5,N,EdgeMAD
15.9,N,EdgeMAD
5.5,N,EdgeMAD
13.3,N,EdgeMAD
15,N,EdgeMAD
7.6,N,EdgeMAD
16.2,N,EdgeMAD
6.4,N,EdgeMAD
3.5,N,EdgeMAD
14.8,N,EdgeMAD
8.3,N,EdgeMAD
7.3,N,EdgeMAD
14.6,N,EdgeMAD
11.1,N,EdgeMAD
12.5,N,EdgeMAD
13.5,N,EdgeMAD
15.3,N,EdgeMAD
2.9,N,EdgeMAD
15.3,N,EdgeMAD
13.3,N,EdgeMAD
11.4,N,EdgeMAD
15.3,N,EdgeMAD
8.3,N,EdgeMAD
13.5,N,EdgeMAD
6.4,N,EdgeMAD
3.4,N,EdgeMAD
9,N,EdgeMAD
13.8,N,EdgeMAD
15.1,N,EdgeMAD
16.1,N,EdgeMAD
18.5,N,EdgeMAD
13.1,N,EdgeMAD
10.7,N,EdgeMAD
16.2,N,EdgeMAD
17.8,N,EdgeMAD
10.6,N,EdgeMAD
4.8,N,EdgeMAD
13.5,N,EdgeMAD
7.6,N,EdgeMAD
11.5,N,EdgeMAD
10.2,N,EdgeMAD
13.7,N,EdgeMAD
23,N,EdgeMAD
12.9,N,EdgeMAD
7.8,N,EdgeMAD
10.3,N,EdgeMAD
7.6,N,EdgeMAD
7.6,N,EdgeMAD
19.2,N,EdgeMAD
7.4,N,EdgeMAD
11.1,N,EdgeMAD
10.3,N,EdgeMAD
5,N,EdgeMAD
6.4,N,EdgeMAD
15.3,N,EdgeMAD
19.2,N,EdgeMAD
11.5,N,EdgeMAD
22.2,N,EdgeMAD
7.6,N,EdgeMAD
12.5,N,EdgeMAD
14.8,N,EdgeMAD
10.3,N,EdgeMAD
8.5,N,EdgeMAD
11.7,N,EdgeMAD
10,N,EdgeMAD
18.9,N,EdgeMAD
8.5,N,EdgeMAD
11.1,N,EdgeMAD
3.8,N,EdgeMAD
15.3,N,EdgeMAD
6.8,N,EdgeMAD
18.5,N,EdgeMAD
18.5,N,EdgeMAD
18.5,N,EdgeMAD
14.2,N,EdgeMAD
14.8,N,EdgeMAD
7.6,N,EdgeMAD
16.6,N,EdgeMAD
9.5,N,EdgeMAD
11.1,N,EdgeMAD
7.4,N,EdgeMAD
7.1,N,EdgeMAD
16.6,N,EdgeMAD
10.7,N,EdgeMAD
14.8,N,EdgeMAD
6.6,N,EdgeMAD
7.6,N,EdgeMAD
14.8,N,EdgeMAD
7.4,N,EdgeMAD
20.5,N,EdgeMAD
10.8,N,EdgeMAD
7.1,N,EdgeMAD
17.2,N,EdgeMAD
12.5,N,EdgeMAD
7.6,N,EdgeMAD
9.7,N,EdgeMAD
5,N,EdgeMAD
3.4,N,EdgeMAD
7.6,N,EdgeMAD
1.2,N,EdgeMAD
16.6,N,EdgeMAD
11.7,N,EdgeMAD
15.1,N,EdgeMAD
10.5,N,EdgeMAD
14.7,N,EdgeMAD
11.4,N,EdgeMAD
11.7,N,EdgeMAD
19.3,N,EdgeMAD
10.6,N,EdgeMAD
3.8,N,EdgeMAD
8.3,N,EdgeMAD
10.3,N,EdgeMAD
10.8,N,EdgeMAD
8.3,N,EdgeMAD
13.8,N,EdgeMAD
3.9,N,EdgeMAD
15.3,N,EdgeMAD
10.7,N,EdgeMAD
15,N,EdgeMAD
3,N,EdgeMAD
19.4,N,EdgeMAD
22.2,N,EdgeMAD
8.1,N,EdgeMAD
8.6,N,EdgeMAD
22.8,N,EdgeMAD
23,N,EdgeMAD
7.4,N,EdgeMAD
11.5,N,EdgeMAD
3.8,N,EdgeMAD
14.7,N,EdgeMAD
15.1,N,EdgeMAD
13.8,N,EdgeMAD
13.8,N,EdgeMAD
