CPU_Use,App_Name,Framework
50,M,Client-Server
81.4,M,Client-Server
64.2,M,Client-Server
69.2,M,Client-Server
61.5,M,Client-Server
88.4,M,Client-Server
74,M,Client-Server
75,M,Client-Server
57.6,M,Client-Server
80.7,M,Client-Server
80.7,M,Client-Server
138,M,Client-Server
69.2,M,Client-Server
73,M,Client-Server
62.9,M,Client-Server
69.2,M,Client-Server
65.3,M,Client-Server
123,M,Client-Server
153,M,Client-Server
103,M,Client-Server
23,M,Client-Server
59.2,M,Client-Server
130,M,Client-Server
100,M,Client-Server
3.8,M,Client-Server
23,M,Client-Server
7.6,M,Client-Server
19.2,M,Client-Server
11.5,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
3.8,M,Client-Server
15.3,M,Client-Server
7.6,M,Client-Server
26.9,M,Client-Server
7.6,M,Client-Server
11.5,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
88.4,M,Client-Server
3.8,M,Client-Server
7.6,M,Client-Server
25,M,Client-Server
59.2,M,Client-Server
185,M,Client-Server
162,M,Client-Server
107,M,Client-Server
88.4,M,Client-Server
73,M,Client-Server
69.2,M,Client-Server
44.4,M,Client-Server
73,M,Client-Server
57.6,M,Client-Server
69.2,M,Client-Server
61.5,M,Client-Server
73,M,Client-Server
55.5,M,Client-Server
61.5,M,Client-Server
65.3,M,Client-Server
57.6,M,Client-Server
61.5,M,Client-Server
73,M,Client-Server
61.5,M,Client-Server
65.3,M,Client-Server
34.6,M,Client-Server
50,M,Client-Server
69.2,M,Client-Server
84.6,M,Client-Server
80.7,M,Client-Server
100,M,Client-Server
84.6,M,Client-Server
69.2,M,Client-Server
65.3,M,Client-Server
80.7,M,Client-Server
115,M,Client-Server
100,M,Client-Server
75,M,Client-Server
80.7,M,Client-Server
59.2,M,Client-Server
70.3,M,Client-Server
96.1,M,Client-Server
48.1,M,Client-Server
15.3,M,Client-Server
61.5,M,Client-Server
26.9,M,Client-Server
19.2,M,Client-Server
42.3,M,Client-Server
19.2,M,Client-Server
3.8,M,Client-Server
26.9,M,Client-Server
23,M,Client-Server
11.5,M,Client-Server
61.5,M,Client-Server
23,M,Client-Server
7.6,M,Client-Server
3.8,M,Client-Server
15.3,M,Client-Server
11.5,M,Client-Server
15.3,M,Client-Server
1.9,M,EdgeMAD
9.6,M,EdgeMAD
6.4,M,EdgeMAD
2.9,M,EdgeMAD
15.1,M,EdgeMAD
12.5,M,EdgeMAD
7.8,M,EdgeMAD
10,M,EdgeMAD
6.1,M,EdgeMAD
2,M,EdgeMAD
4.8,M,EdgeMAD
3.7,M,EdgeMAD
13.1,M,EdgeMAD
3.8,M,EdgeMAD
15.6,M,EdgeMAD
13.1,M,EdgeMAD
15.3,M,EdgeMAD
2.6,M,EdgeMAD
3.9,M,EdgeMAD
6.8,M,EdgeMAD
3.1,M,EdgeMAD
14.2,M,EdgeMAD
29.6,M,EdgeMAD
11.1,M,EdgeMAD
3.8,M,EdgeMAD
19.2,M,EdgeMAD
18.5,M,EdgeMAD
19.4,M,EdgeMAD
15.3,M,EdgeMAD
11.5,M,EdgeMAD
10.7,M,EdgeMAD
14.8,M,EdgeMAD
11.5,M,EdgeMAD
20.6,M,EdgeMAD
7.4,M,EdgeMAD
10.5,M,EdgeMAD
13.1,M,EdgeMAD
10,M,EdgeMAD
2.7,M,EdgeMAD
11.1,M,EdgeMAD
7.1,M,EdgeMAD
11.5,M,EdgeMAD
3.8,M,EdgeMAD
19.2,M,EdgeMAD
6,M,EdgeMAD
11.5,M,EdgeMAD
19.2,M,EdgeMAD
17.2,M,EdgeMAD
18.1,M,EdgeMAD
3.8,M,EdgeMAD
20,M,EdgeMAD
14.7,M,EdgeMAD
15.3,M,EdgeMAD
19.2,M,EdgeMAD
11.5,M,EdgeMAD
15.3,M,EdgeMAD
3.8,M,EdgeMAD
23,M,EdgeMAD
7.6,M,EdgeMAD
12.1,M,EdgeMAD
7.1,M,EdgeMAD
3.8,M,EdgeMAD
11.5,M,EdgeMAD
14.7,M,EdgeMAD
7.1,M,EdgeMAD
15.3,M,EdgeMAD
7.4,M,EdgeMAD
11.9,M,EdgeMAD
16.2,M,EdgeMAD
19.2,M,EdgeMAD
11.5,M,EdgeMAD
9.7,M,EdgeMAD
4.3,M,EdgeMAD
10.3,M,EdgeMAD
10,M,EdgeMAD
11.5,M,EdgeMAD
17,M,EdgeMAD
22.2,M,EdgeMAD
26.9,M,EdgeMAD
14.6,M,EdgeMAD
13.3,M,EdgeMAD
15.1,M,EdgeMAD
18.5,M,EdgeMAD
1.5,M,EdgeMAD
1.7,M,EdgeMAD
8,M,EdgeMAD
4.1,M,EdgeMAD
10.8,M,EdgeMAD
2,M,EdgeMAD
2.7,M,EdgeMAD
2.2,M,EdgeMAD
15.3,M,EdgeMAD
13.8,M,EdgeMAD
13.5,M,EdgeMAD
10.2,M,EdgeMAD
4.2,M,EdgeMAD
13.7,M,EdgeMAD
6.5,M,EdgeMAD
5.1,M,EdgeMAD
19,M,EdgeMAD
18.4,M,EdgeMAD
5.7,M,EdgeMAD
14.8,M,EdgeMAD
6.8,M,EdgeMAD
7.1,M,EdgeMAD
11.5,M,EdgeMAD
7.5,M,EdgeMAD
18.7,M,EdgeMAD
15.3,M,EdgeMAD
9,M,EdgeMAD
19.2,M,EdgeMAD
10,M,EdgeMAD
16.1,M,EdgeMAD
8.5,M,EdgeMAD
3.8,M,EdgeMAD
19.3,M,EdgeMAD
11.1,M,EdgeMAD
4.7,M,EdgeMAD
10.7,M,EdgeMAD
10.5,M,EdgeMAD
26.9,M,EdgeMAD
6.8,M,EdgeMAD
14.2,M,EdgeMAD
15.3,M,EdgeMAD
10.5,M,EdgeMAD
12.5,M,EdgeMAD
7.6,M,EdgeMAD
23,M,EdgeMAD
10,M,EdgeMAD
15.3,M,EdgeMAD
3.8,M,EdgeMAD
14.7,M,EdgeMAD
11.5,M,EdgeMAD
19.2,M,EdgeMAD
6.4,M,EdgeMAD
11.7,M,EdgeMAD
7.6,M,EdgeMAD
19.2,M,EdgeMAD
10.7,M,EdgeMAD
12.5,M,EdgeMAD
19.2,M,EdgeMAD
17.6,M,EdgeMAD
18.5,M,EdgeMAD
21.4,M,EdgeMAD
12.1,M,EdgeMAD
9.7,M,EdgeMAD
24.2,M,EdgeMAD
11.6,M,EdgeMAD
12.1,M,EdgeMAD
11.1,M,EdgeMAD
9.3,M,EdgeMAD
14.8,M,EdgeMAD
15.3,M,EdgeMAD
16.6,M,EdgeMAD
5.4,M,EdgeMAD
8.3,M,EdgeMAD
30.7,M,EdgeMAD
7.3,M,EdgeMAD
9.3,M,EdgeMAD
3.7,M,EdgeMAD
19.2,M,EdgeMAD
7.6,M,EdgeMAD
11.5,M,EdgeMAD
7.4,M,EdgeMAD
34.6,M,EdgeMAD
10.2,M,EdgeMAD
7.6,M,EdgeMAD
14.8,M,EdgeMAD
10,M,EdgeMAD
3.8,M,EdgeMAD
1.4,M,EdgeMAD
7.2,M,EdgeMAD
2.1,M,EdgeMAD
7.6,M,EdgeMAD
6.4,M,EdgeMAD
6.8,M,EdgeMAD
15.3,M,EdgeMAD
10.5,M,EdgeMAD
13.8,M,EdgeMAD
14.2,M,EdgeMAD
11.4,M,EdgeMAD
3.8,M,EdgeMAD
6,M,EdgeMAD
4.6,M,EdgeMAD
3.8,M,EdgeMAD
15.3,M,EdgeMAD
12.5,M,EdgeMAD
3.1,M,EdgeMAD
8.6,M,EdgeMAD
10.2,M,EdgeMAD
17.1,M,EdgeMAD
11.1,M,EdgeMAD
3.8,M,EdgeMAD
22.8,M,EdgeMAD
10.3,M,EdgeMAD
10,M,EdgeMAD
18.5,M,EdgeMAD
15.1,M,EdgeMAD
6.3,M,EdgeMAD
11.1,M,EdgeMAD
19.2,M,EdgeMAD
11.1,M,EdgeMAD
13.5,M,EdgeMAD
12.8,M,EdgeMAD
19.2,M,EdgeMAD
10.8,M,EdgeMAD
8.3,M,EdgeMAD
10.3,M,EdgeMAD
13.3,M,EdgeMAD
7.6,M,EdgeMAD
23,M,EdgeMAD
10,M,EdgeMAD
16.6,M,EdgeMAD
7.6,M,EdgeMAD
3.8,M,EdgeMAD
19.2,M,EdgeMAD
13.5,M,EdgeMAD
17.1,M,EdgeMAD
11.5,M,EdgeMAD
16.1,M,EdgeMAD
15.6,M,EdgeMAD
17.6,M,EdgeMAD
17.2,M,EdgeMAD
6.8,M,EdgeMAD
15.3,M,EdgeMAD
18.5,M,EdgeMAD
18.9,M,EdgeMAD
7.6,M,EdgeMAD
15.3,M,EdgeMAD
11.1,M,EdgeMAD
17.6,M,EdgeMAD
13.7,M,EdgeMAD
6.8,M,EdgeMAD
14.8,M,EdgeMAD
7.6,M,EdgeMAD
15.6,M,EdgeMAD
10,M,EdgeMAD
25.7,M,EdgeMAD
6.9,M,EdgeMAD
15.3,M,EdgeMAD
9.6,M,EdgeMAD
10.5,M,EdgeMAD
3.7,M,EdgeMAD
20,M,EdgeMAD
9,M,EdgeMAD
14.8,M,EdgeMAD
15.3,M,EdgeMAD
11.1,M,EdgeMAD
15.1,M,EdgeMAD
11.6,M,EdgeMAD
15.3,M,EdgeMAD
1.4,M,EdgeMAD
5.8,M,EdgeMAD
2.3,M,EdgeMAD
1.5,M,EdgeMAD
6.8,M,EdgeMAD
3.1,M,EdgeMAD
3.3,M,EdgeMAD
4.6,M,EdgeMAD
12.1,M,EdgeMAD
9,M,EdgeMAD
7.3,M,EdgeMAD
5.1,M,EdgeMAD
3.2,M,EdgeMAD
4.2,M,EdgeMAD
3.4,M,EdgeMAD
12.5,M,EdgeMAD
2.4,M,EdgeMAD
19.2,M,EdgeMAD
17.8,M,EdgeMAD
10.7,M,EdgeMAD
18.1,M,EdgeMAD
6.4,M,EdgeMAD
19.2,M,EdgeMAD
19.4,M,EdgeMAD
18.5,M,EdgeMAD
11.1,M,EdgeMAD
11.1,M,EdgeMAD
10,M,EdgeMAD
13.1,M,EdgeMAD
11.5,M,EdgeMAD
7.3,M,EdgeMAD
11.1,M,EdgeMAD
10,M,EdgeMAD
6.8,M,EdgeMAD
15.6,M,EdgeMAD
9.3,M,EdgeMAD
19.2,M,EdgeMAD
13.1,M,EdgeMAD
13.1,M,EdgeMAD
17.1,M,EdgeMAD
11.7,M,EdgeMAD
11.4,M,EdgeMAD
18.1,M,EdgeMAD
15.3,M,EdgeMAD
19.2,M,EdgeMAD
5.2,M,EdgeMAD
16.6,M,EdgeMAD
15.3,M,EdgeMAD
15.3,M,EdgeMAD
11.5,M,EdgeMAD
15.1,M,EdgeMAD
15.1,M,EdgeMAD
10.7,M,EdgeMAD
9,M,EdgeMAD
14.2,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
15.3,M,EdgeMAD
11.1,M,EdgeMAD
15.3,M,EdgeMAD
15.6,M,EdgeMAD
16.6,M,EdgeMAD
9.5,M,EdgeMAD
17.1,M,EdgeMAD
2.9,M,EdgeMAD
3.8,M,EdgeMAD
2,M,EdgeMAD
5.8,M,EdgeMAD
3.8,M,EdgeMAD
11.7,M,EdgeMAD
20.6,M,EdgeMAD
17.7,M,EdgeMAD
15.3,M,EdgeMAD
7.6,M,EdgeMAD
14.2,M,EdgeMAD
3.8,M,EdgeMAD
22.2,M,EdgeMAD
11.4,M,EdgeMAD
7.6,M,EdgeMAD
5.8,M,EdgeMAD
5,M,EdgeMAD
8.3,M,EdgeMAD
4.1,M,EdgeMAD
9.3,M,EdgeMAD
3.5,M,EdgeMAD
7.6,M,EdgeMAD
10.8,M,EdgeMAD
6.6,M,EdgeMAD
13.8,M,EdgeMAD
11.1,M,EdgeMAD
11.6,M,EdgeMAD
10.8,M,EdgeMAD
14.2,M,EdgeMAD
5.2,M,EdgeMAD
27.5,M,EdgeMAD
5.5,M,EdgeMAD
22.2,M,EdgeMAD
2.7,M,EdgeMAD
12.8,M,EdgeMAD
5,M,EdgeMAD
7.4,M,EdgeMAD
5.5,M,EdgeMAD
7.4,M,EdgeMAD
19.2,M,EdgeMAD
15.3,M,EdgeMAD
15.3,M,EdgeMAD
11.1,M,EdgeMAD
17.6,M,EdgeMAD
11.5,M,EdgeMAD
7.4,M,EdgeMAD
6.6,M,EdgeMAD
5.4,M,EdgeMAD
2.8,M,EdgeMAD
3.7,M,EdgeMAD
17.2,M,EdgeMAD
8.8,M,EdgeMAD
13.1,M,EdgeMAD
22.2,M,EdgeMAD
10.3,M,EdgeMAD
13.3,M,EdgeMAD
23,M,EdgeMAD
6.6,M,EdgeMAD
19.2,M,EdgeMAD
7.4,M,EdgeMAD
17.1,M,EdgeMAD
14.2,M,EdgeMAD
15.3,M,EdgeMAD
23,M,EdgeMAD
7.4,M,EdgeMAD
6.6,M,EdgeMAD
14.8,M,EdgeMAD
17.2,M,EdgeMAD
3.8,M,EdgeMAD
6.8,M,EdgeMAD
10.7,M,EdgeMAD
14.8,M,EdgeMAD
10.7,M,EdgeMAD
12.1,M,EdgeMAD
11.1,M,EdgeMAD
10.5,M,EdgeMAD
13.3,M,EdgeMAD
7.8,M,EdgeMAD
10.4,M,EdgeMAD
13.8,M,EdgeMAD
12.5,M,EdgeMAD
10.5,M,EdgeMAD
1.9,M,EdgeMAD
5,M,EdgeMAD
1.1,M,EdgeMAD
1.7,M,EdgeMAD
2.2,M,EdgeMAD
11.9,M,EdgeMAD
3.2,M,EdgeMAD
3.7,M,EdgeMAD
3.8,M,EdgeMAD
10.2,M,EdgeMAD
3.8,M,EdgeMAD
9,M,EdgeMAD
4.7,M,EdgeMAD
7.8,M,EdgeMAD
5.3,M,EdgeMAD
25.9,M,EdgeMAD
5.1,M,EdgeMAD
23,M,EdgeMAD
14.8,M,EdgeMAD
12.1,M,EdgeMAD
3.7,M,EdgeMAD
20,M,EdgeMAD
16.2,M,EdgeMAD
15.3,M,EdgeMAD
2.7,M,EdgeMAD
12.5,M,EdgeMAD
9.7,M,EdgeMAD
15.3,M,EdgeMAD
15.3,M,EdgeMAD
6.2,M,EdgeMAD
11.1,M,EdgeMAD
7.1,M,EdgeMAD
15.3,M,EdgeMAD
19.2,M,EdgeMAD
15.3,M,EdgeMAD
23,M,EdgeMAD
12.9,M,EdgeMAD
9.3,M,EdgeMAD
6,M,EdgeMAD
19.2,M,EdgeMAD
6.2,M,EdgeMAD
6.2,M,EdgeMAD
19.2,M,EdgeMAD
15.3,M,EdgeMAD
11.5,M,EdgeMAD
11.5,M,EdgeMAD
13.1,M,EdgeMAD
6.8,M,EdgeMAD
23,M,EdgeMAD
18.7,M,EdgeMAD
19.2,M,EdgeMAD
9.3,M,EdgeMAD
6.4,M,EdgeMAD
10.5,M,EdgeMAD
10.3,M,EdgeMAD
11.1,M,EdgeMAD
22.2,M,EdgeMAD
11.1,M,EdgeMAD
19.4,M,EdgeMAD
4,M,EdgeMAD
11.5,M,EdgeMAD
12.9,M,EdgeMAD
8.3,M,EdgeMAD
8.1,M,EdgeMAD
10.4,M,EdgeMAD
9.5,M,EdgeMAD
15.3,M,EdgeMAD
18.5,M,EdgeMAD
14.2,M,EdgeMAD
7.6,M,EdgeMAD
2,M,EdgeMAD
7.4,M,EdgeMAD
8.3,M,EdgeMAD
6.8,M,EdgeMAD
2.3,M,EdgeMAD
7.1,M,EdgeMAD
1.6,M,EdgeMAD
4.6,M,EdgeMAD
6.2,M,EdgeMAD
8.6,M,EdgeMAD
3.3,M,EdgeMAD
3.8,M,EdgeMAD
22.2,M,EdgeMAD
5.2,M,EdgeMAD
9.3,M,EdgeMAD
11.5,M,EdgeMAD
14.8,M,EdgeMAD
11.5,M,EdgeMAD
19.4,M,EdgeMAD
21.2,M,EdgeMAD
5.5,M,EdgeMAD
7.6,M,EdgeMAD
18.5,M,EdgeMAD
14.2,M,EdgeMAD
21.8,M,EdgeMAD
15,M,EdgeMAD
11.5,M,EdgeMAD
12.2,M,EdgeMAD
11.5,M,EdgeMAD
12.5,M,EdgeMAD
7.4,M,EdgeMAD
10,M,EdgeMAD
10.7,M,EdgeMAD
3.8,M,EdgeMAD
19.2,M,EdgeMAD
7.6,M,EdgeMAD
11.5,M,EdgeMAD
11.5,M,EdgeMAD
11.5,M,EdgeMAD
15.3,M,EdgeMAD
17.8,M,EdgeMAD
19.2,M,EdgeMAD
18.7,M,EdgeMAD
7.6,M,EdgeMAD
7.6,M,EdgeMAD
14.7,M,EdgeMAD
16.6,M,EdgeMAD
7.6,M,EdgeMAD
15.3,M,EdgeMAD
15.3,M,EdgeMAD
11.1,M,EdgeMAD
3.8,M,EdgeMAD
24.1,M,EdgeMAD
14.7,M,EdgeMAD
17.8,M,EdgeMAD
15.3,M,EdgeMAD
20,M,EdgeMAD
16.2,M,EdgeMAD
7.1,M,EdgeMAD
11.1,M,EdgeMAD
14.8,M,EdgeMAD
19.3,M,EdgeMAD
7.6,M,EdgeMAD
7.6,M,EdgeMAD
7.2,M,EdgeMAD
2.7,M,EdgeMAD
15.6,M,EdgeMAD
19.3,M,EdgeMAD
11.1,M,EdgeMAD
8.5,M,EdgeMAD
23,M,EdgeMAD
5.2,M,EdgeMAD
7.6,M,EdgeMAD
14.8,M,EdgeMAD
18.5,M,EdgeMAD
9.2,M,EdgeMAD
2,M,EdgeMAD
4.9,M,EdgeMAD
1.8,M,EdgeMAD
2.1,M,EdgeMAD
12.5,M,EdgeMAD
10.8,M,EdgeMAD
14.2,M,EdgeMAD
8.6,M,EdgeMAD
3,M,EdgeMAD
7.8,M,EdgeMAD
5,M,EdgeMAD
4.8,M,EdgeMAD
10.3,M,EdgeMAD
8.3,M,EdgeMAD
18.9,M,EdgeMAD
2.5,M,EdgeMAD
22.2,M,EdgeMAD
11.1,M,EdgeMAD
3.8,M,EdgeMAD
2.2,M,EdgeMAD
18.5,M,EdgeMAD
8.8,M,EdgeMAD
8.8,M,EdgeMAD
15.1,M,EdgeMAD
11.5,M,EdgeMAD
6.7,M,EdgeMAD
10,M,EdgeMAD
14.2,M,EdgeMAD
10.2,M,EdgeMAD
4.9,M,EdgeMAD
9.6,M,EdgeMAD
14.8,M,EdgeMAD
13.5,M,EdgeMAD
4.5,M,EdgeMAD
15.3,M,EdgeMAD
5.5,M,EdgeMAD
11.5,M,EdgeMAD
7.6,M,EdgeMAD
19.2,M,EdgeMAD
3.8,M,EdgeMAD
13.8,M,EdgeMAD
11.5,M,EdgeMAD
16.6,M,EdgeMAD
8.8,M,EdgeMAD
3.8,M,EdgeMAD
15.3,M,EdgeMAD
16.6,M,EdgeMAD
11.4,M,EdgeMAD
15.1,M,EdgeMAD
7.1,M,EdgeMAD
11.6,M,EdgeMAD
14.7,M,EdgeMAD
25,M,EdgeMAD
11.7,M,EdgeMAD
11.5,M,EdgeMAD
13.8,M,EdgeMAD
16.6,M,EdgeMAD
15.3,M,EdgeMAD
19.2,M,EdgeMAD
3.8,M,EdgeMAD
21.4,M,EdgeMAD
15.3,M,EdgeMAD
16.1,M,EdgeMAD
10.3,M,EdgeMAD
17.6,M,EdgeMAD
11.6,M,EdgeMAD
1.4,M,EdgeMAD
14.8,M,EdgeMAD
14.8,M,EdgeMAD
15.1,M,EdgeMAD
15.3,M,EdgeMAD
13.5,M,EdgeMAD
18.7,M,EdgeMAD
11.1,M,EdgeMAD
7.6,M,EdgeMAD
6.6,M,EdgeMAD
1.8,M,EdgeMAD
2.4,M,EdgeMAD
1.8,M,EdgeMAD
6.2,M,EdgeMAD
2.1,M,EdgeMAD
5.5,M,EdgeMAD
4.3,M,EdgeMAD
2.8,M,EdgeMAD
10,M,EdgeMAD
11.1,M,EdgeMAD
5.8,M,EdgeMAD
2.3,M,EdgeMAD
6.8,M,EdgeMAD
1.4,M,EdgeMAD
3,M,EdgeMAD
3.8,M,EdgeMAD
16.6,M,EdgeMAD
7.4,M,EdgeMAD
17.8,M,EdgeMAD
3.2,M,EdgeMAD
12,M,EdgeMAD
13.3,M,EdgeMAD
17.1,M,EdgeMAD
9,M,EdgeMAD
8.1,M,EdgeMAD
20,M,EdgeMAD
14.8,M,EdgeMAD
12.8,M,EdgeMAD
16.6,M,EdgeMAD
16.6,M,EdgeMAD
5.5,M,EdgeMAD
5.7,M,EdgeMAD
22.2,M,EdgeMAD
14.8,M,EdgeMAD
9,M,EdgeMAD
13.5,M,EdgeMAD
5.7,M,EdgeMAD
7.6,M,EdgeMAD
19.2,M,EdgeMAD
7.6,M,EdgeMAD
17.1,M,EdgeMAD
5.8,M,EdgeMAD
11.5,M,EdgeMAD
7.6,M,EdgeMAD
23,M,EdgeMAD
5.2,M,EdgeMAD
12.5,M,EdgeMAD
10,M,EdgeMAD
7.6,M,EdgeMAD
11.5,M,EdgeMAD
7.6,M,EdgeMAD
14.2,M,EdgeMAD
11.1,M,EdgeMAD
6.2,M,EdgeMAD
19.2,M,EdgeMAD
10.5,M,EdgeMAD
16.6,M,EdgeMAD
14.2,M,EdgeMAD
19.2,M,EdgeMAD
15.6,M,EdgeMAD
10.2,M,EdgeMAD
23,M,EdgeMAD
14.8,M,EdgeMAD
15.3,M,EdgeMAD
11.1,M,EdgeMAD
7.4,M,EdgeMAD
22.5,M,EdgeMAD
10.2,M,EdgeMAD
11.5,M,EdgeMAD
3.7,M,EdgeMAD
22.8,M,EdgeMAD
12.8,M,EdgeMAD
14.2,M,EdgeMAD
17.2,M,EdgeMAD
6.6,M,EdgeMAD
18.5,M,EdgeMAD
7.6,M,EdgeMAD
13.8,M,EdgeMAD
17.2,M,EdgeMAD
26.9,M,EdgeMAD
17.6,M,EdgeMAD
96.1,N,Client-Server
3.8,N,Client-Server
14.2,N,Client-Server
11.1,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.4,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
23,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
19.2,N,Client-Server
15.3,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
11.5,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
46.1,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
30.7,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
19.2,N,Client-Server
7.6,N,Client-Server
7.6,N,Client-Server
29.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
34.6,N,Client-Server
15.3,N,Client-Server
7.6,N,Client-Server
26.9,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
62.9,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
34.6,N,Client-Server
11.1,N,Client-Server
11.1,N,Client-Server
30.7,N,Client-Server
11.5,N,Client-Server
3.2,N,Client-Server
30.7,N,Client-Server
26.9,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
70.3,N,Client-Server
89.1,N,Client-Server
53.8,N,Client-Server
3.5,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.4,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
7.6,N,Client-Server
42.3,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
7.1,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
11.1,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
7.6,N,Client-Server
3.4,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
15.3,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
14.8,N,Client-Server
15.3,N,Client-Server
7.6,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
14.8,N,Client-Server
15.3,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
50,N,Client-Server
11.5,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
19.2,N,Client-Server
19.2,N,Client-Server
3.8,N,Client-Server
18.5,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
15.3,N,Client-Server
69.2,N,Client-Server
3.8,N,Client-Server
3.5,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
23,N,Client-Server
30.7,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
19.2,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
46.1,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
11.5,N,Client-Server
3.7,N,Client-Server
7.6,N,Client-Server
15.3,N,Client-Server
65.3,N,Client-Server
85.7,N,Client-Server
23,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
19.2,N,Client-Server
7.6,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
15.3,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
7.6,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
7.6,N,Client-Server
3.7,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
3.8,N,Client-Server
