Mem_use,App,Framework
12.4,M,Client-Server
12.4,M,Client-Server
12.4,M,Client-Server
12.4,M,Client-Server
12.4,M,Client-Server
12.4,M,Client-Server
12.4,M,Client-Server
12.5,M,Client-Server
12.6,M,Client-Server
12.6,M,Client-Server
12.6,M,Client-Server
12.6,M,Client-Server
12.6,M,Client-Server
12.9,M,Client-Server
12.9,M,Client-Server
12.9,M,Client-Server
12.9,M,Client-Server
12.9,M,Client-Server
12.9,M,Client-Server
12.4,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.6,M,Client-Server
12.6,M,Client-Server
12.6,M,Client-Server
12.6,M,Client-Server
12.6,M,Client-Server
12.6,M,Client-Server
3.5,M,Client-Server
5.6,M,Client-Server
7.2,M,Client-Server
9.9,M,Client-Server
11.7,M,Client-Server
11.8,M,Client-Server
11.8,M,Client-Server
11.8,M,Client-Server
11.8,M,Client-Server
11.8,M,Client-Server
11.8,M,Client-Server
11.8,M,Client-Server
11.8,M,Client-Server
11.8,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.6,M,Client-Server
11.5,M,Client-Server
11.6,M,Client-Server
11.6,M,Client-Server
11.6,M,Client-Server
11.7,M,Client-Server
12,M,Client-Server
12,M,Client-Server
12,M,Client-Server
12,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.4,M,Client-Server
13.1,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.3,M,Client-Server
13.2,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
5.5,M,Client-Server
6.4,M,Client-Server
8.3,M,Client-Server
11.3,M,Client-Server
11.8,M,Client-Server
12.2,M,Client-Server
12.2,M,Client-Server
12.2,M,Client-Server
12.2,M,Client-Server
12.2,M,Client-Server
12.2,M,Client-Server
12.2,M,Client-Server
12.2,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
12.3,M,Client-Server
11.3,M,Client-Server
11.4,M,Client-Server
11.5,M,Client-Server
11.6,M,Client-Server
11.5,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.6,M,Client-Server
11.6,M,Client-Server
11.6,M,Client-Server
12.4,M,Client-Server
12.4,M,Client-Server
12.4,M,Client-Server
12.2,M,Client-Server
13,M,Client-Server
13.2,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.6,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.5,M,Client-Server
2.3,M,Client-Server
5.5,M,Client-Server
6.7,M,Client-Server
9.2,M,Client-Server
11.5,M,Client-Server
12.4,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
12,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.9,M,Client-Server
11.6,M,Client-Server
11.4,M,Client-Server
11.6,M,Client-Server
11.4,M,Client-Server
11.4,M,Client-Server
12,M,Client-Server
12,M,Client-Server
12,M,Client-Server
12,M,Client-Server
12,M,Client-Server
12,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
11.7,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13.5,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
13,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.7,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.8,M,Client-Server
12.7,M,Client-Server
12.4,M,Client-Server
12.4,M,Client-Server
12.4,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
12.5,M,Client-Server
3.4,M,EdgeMAD
4.1,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.7,M,EdgeMAD
5,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
2.5,M,EdgeMAD
3.3,M,EdgeMAD
4.2,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
5,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.5,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.5,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
3.4,M,EdgeMAD
4.1,M,EdgeMAD
4.5,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
5.1,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.5,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.5,M,EdgeMAD
2.5,M,EdgeMAD
3.4,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.2,M,EdgeMAD
4.2,M,EdgeMAD
4.5,M,EdgeMAD
4.8,M,EdgeMAD
5,M,EdgeMAD
5.1,M,EdgeMAD
5.1,M,EdgeMAD
5.2,M,EdgeMAD
5.1,M,EdgeMAD
5.1,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.1,M,EdgeMAD
5.1,M,EdgeMAD
5.1,M,EdgeMAD
5.1,M,EdgeMAD
5.3,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.3,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.3,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.3,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.3,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
5.2,M,EdgeMAD
3,M,EdgeMAD
4.5,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.9,M,EdgeMAD
5.2,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.5,M,EdgeMAD
5.5,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.5,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.5,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
4.1,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.7,M,EdgeMAD
4.7,M,EdgeMAD
5.1,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.5,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
2.6,M,EdgeMAD
4.2,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.7,M,EdgeMAD
4.9,M,EdgeMAD
5.2,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
4.2,M,EdgeMAD
4.5,M,EdgeMAD
4.5,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.8,M,EdgeMAD
5.1,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.5,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
2.4,M,EdgeMAD
4.5,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.6,M,EdgeMAD
4.7,M,EdgeMAD
5.1,M,EdgeMAD
5.2,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.4,M,EdgeMAD
5.4,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
5.3,M,EdgeMAD
